Link,Story_Line,Summary_Story_Line,Human_Edited
https://www.imdb.com/title/tt2582846/,"Hazel and Augustus are two teenagers who share an acerbic wit, a disdain for the conventional, and a love that sweeps them on a journey. Their relationship is all the more miraculous, given that Hazel's other constant companion is an oxygen tank, Gus jokes about his prosthetic leg, and they meet and fall in love at a cancer support group.",A love story set in a small seaside town in the south of England.,
https://www.imdb.com/title/tt6294822/,"When American military analyst, Daniel Ellsberg, realizes to his disgust the depths of the US government's deceptions about the futility of the Vietnam War, he takes action by copying top-secret documents that would become the Pentagon Papers. Later, Washington Post owner, Kay Graham, is still adjusting to taking over her late husband's business when editor Ben Bradlee discovers the New York Times has scooped them with an explosive expose on those papers. Determined to compete, Post reporters find Ellsberg himself and a complete copy of those papers. However, the Post's plans to publish their findings are put in jeopardy with a Federal restraining order that could get them all indicted for Contempt. Now, Kay Graham must decide whether to back down for the safety of her paper or publish and fight for the Freedom of the Press. In doing so, Graham and her staff join a fight that would have America's democratic ideals in the balance.",The Pentagon Papers is the true story of the biggest leak in US history.,
https://www.imdb.com/title/tt1817273/,"A mysterious and mythical motorcycle racer, Luke, (Ryan Gosling) drives out of a traveling carnival globe of death and whizzes through the backstreets of Schenectady, New York, desperately trying to connect with a former lover, Romina, (Eva Mendes) who recently and secretly gave birth to the stunt rider's son. In an attempt to provide for his new family, Luke quits the carnival life and commits a series of bank robberies aided by his superior riding ability. The stakes rise as Luke is put on a collision course with an ambitious police officer, Avery Cross, (Bradley Cooper) looking to quickly move up the ranks in a police department riddled with corruption. The sweeping drama unfolds over fifteen years as the sins of the past haunt the present days lives of two high school boys wrestling with the legacy they've inherited. The only refuge is found in the place beyond the pines.","Check out the trailer for Gangster Squad, starring Ryan Gosling and Bradley Cooper.",
https://www.imdb.com/title/tt6679794/,"After being declared ""Outlaw"" by the occupying English Empire, Robert the Bruce (Chris Pine) raises an army of Scottish fighters in rebellion. Twists and turns all across the Scottish countryside lead this film on an epic, ""true to historical events"", journey that captures heroism at its core!",Captain America: Civil War tells the story of one of the most famous battles in the history of the United States.,
https://www.imdb.com/title/tt1333125/,"Ineffectual, 'has-been' film-maker (Dennis Quaid) swindles his way into an interview with a film executive (Greg Kinnear) in order to pitch an outrageous and controversial comedy manuscript. After pitching the first of his thirteen offbeat fables, the dejected artist forces the rest of his disjointed allegory on the executive at gunpoint. He tells stories of a woman on a blind date with a man who has testicles growing from his neck, in another a smitten woman offers her neck to her boyfriend to 'poop' on -as a sign of commitment and love. In yet another two parents take home-schooling to a whole new level of indecency, striving to give their isolated teenage son all the 'regular' torment and humiliation of puberty by bullying, peer-pressuring and even seducing him themselves. An off-beat, elephant-in-the-room type film.","Director: Judd Apatow starring: Dennis Quaid, Greg Kinnear",
https://www.imdb.com/title/tt2239822/,"In the twenty-eighth century, space station Alpha is a city where beings from different planets live together exchanging their knowledge and culture. Peace is granted by a human force, including Major Valerian (Dane DeHaan) and his partner Sergeant Laureline (Cara Delevingne). They are assigned by the Defense Minister (Herbie Hancock) to retrieve the last species of converter in a dangerous mission. They succeed and back to Alpha, unknown humanoids abduct Commander Arun Filitt (Clive Owen) expecting to steal the converter. They head to a forbidden area that is infected, but Valerian and Laureline follow them and disclose a hidden secret about the race and the infected area.",A space thriller set in a post-apocalyptic world.,
https://www.imdb.com/title/tt6143796/,"Workin' Moms follows the lives of four women as they juggle love, careers, and parenthood. They support, challenge, and try not to judge one another as life throws them curveballs. Whether it is an identity crisis, a huge job opportunity, postpartum depression, or an unplanned pregnancy, they face good and bad with grace and humor. Kate is the flawed, fearless heart-and-soul of the series, who has stark home/life decisions to make. She relies on her closest friend Anne, a no-nonsense psychiatrist and mother of two, who is facing a massive family challenge. Charming, unpredictable Frankie livens any dark moment as she struggles with her own instability and relationship malaise. And sweet former sorority-girl Jenny seeks an uncharacteristically-reckless awakening. Together the friends fearlessly confront the polarizing, unexpected realities of being working moms.",Workin' Moms airs Tuesdays at 10/9c on USA.,
https://www.imdb.com/title/tt2245084/,"When a devastating event befalls the city of San Fransokyo and catapults Hiro into the midst of danger, he turns to Baymax and his close friends adrenaline junkie Go Go Tomago, neatnik Wasabi, chemistry whiz Honey Lemon and fanboy Fred. Determined to uncover the mystery, Hiro transforms his friends into a band of high-tech heroes called ""Big Hero 6.""","Big Hero 6 stars Ryan Potter as Hiro Hamada, a high-tech prodigy who dreams of becoming a superhero.",
https://www.imdb.com/title/tt5722298/,"The original crime-solving series Private Eyes is a 10-episode procedural drama that follows ex-pro hockey player Matt Shade (Jason Priestley) who irrevocably changes his life when he decides to team up with fierce P.I. Angie Everett (Cindy Sampson) to form an unlikely investigative powerhouse. Through their new partnership, Shade is forced to examine who he has become and who he wants to be. Ongoing episodes find Shade and Angie investigating high-stakes crimes in the worlds of horse racing, fine dining, Toronto's vibrant hip-hop scene, scandalous literature, magic clubs, and more.",Private Eyes has been commissioned for a second season.,
https://www.imdb.com/title/tt0800325/,"Based on Mötley Crüe's 2001 best-selling autobiography, THE DIRT is an unflinching story about sex, drugs, rock 'n roll, fame, and the high price of excess. Director Jeff Tremaine shows us just how Nikki Sixx (Douglas Booth), Mick Mars (Iwan Rheon), Tommy Lee (Colson Baker), and Vince Neil (Daniel Webber) took Mötley Crüe from the Sunset Strip to the world stage, and what it meant to become the world's most notorious rock band.","M ⁇ tley Cr ⁇ e are back on the big screen in their new film, The Dirt.",
https://www.imdb.com/title/tt2869728/,"The RIDE ALONG 2 sequel picks up about a year after our heroes' last adventure. Plans for a quick trip to Miami go bad. With the wedding upcoming, James reluctantly takes Ben with him to Miami to follow up on a lead connected to a drug ring case he's been trying to crack. In Miami, they meet Maya, a no-BS homicide detective who lets them know Miami is her turf. They also encounter AJ, a shady cocky computer hacker who reveals evidence that implicates a well-respected local businessman, the wealthy Antonio Pope. Pope harbors a vicious streak and rules South Florida's drug trade. If Ben and James can convince the authorities that Pope is a brutal crime boss they'll stop his spree. If they fail, well there may not be a wedding after all.",Police duo Ben and James return to South Florida in the sequel to the 2010 hit film ALONG.,
https://www.imdb.com/title/tt1572315/,"After the first massacre in 1974, the townspeople suspected that the Sawyer family were responsible. A vigilante mob of enraged locals surrounded the Sawyer house, burning it to the ground and killing every last member of the family. Decades later, a young woman named Heather learns that she has inherited a Texas estate from her grandmother. She decides to bring her friends along on the road trip to investigate her inheritance. On arrival, she discovers she has inherited a mansion, but is yet to uncover the terrors that lurk in the basement underneath it.","The Texas Chainsaw Massacre is a horror film based on a series of murders that took place in the small town of Massacre, Texas.",
https://www.imdb.com/title/tt1714915/,"Set against the romantic desolation of Detroit and Tangiers, an underground musician, deeply depressed by the direction of human activities, reunites with his resilient and enigmatic lover. Their love story has already endured several centuries at least, but their debauched idyll is soon disrupted by her wild and uncontrollable younger sister. Can these wise but fragile outsiders continue to survive as the modern world collapses around them?",A love story set in the bleakest corners of the Moroccan desert.,
https://www.imdb.com/title/tt2980516/,"The Theory of Everything is the story of the most brilliant and celebrated physicist of our time, Stephen Hawking, and Jane Wilde, the arts student he fell in love with while studying at Cambridge in the 1960s. Little was expected from Hawking, a bright but shiftless student of cosmology, after he was given just two years to live following the diagnosis of a fatal illness (ALS) at 21 years of age. He became galvanized, however, by the love Jane Wilde, and went on to be called the ""successor to Einstein,"" as well as a husband and father to their three children. Over the course of their marriage, however, as Stephen's body collapsed and his academic renown soared, fault lines were exposed that tested the resolve of their relationship and dramatically altered the course of both of their lives.","The Theory of Everything is the story of the most brilliant and celebrated physicist of our time, Stephen Hawking, and Jane Wilde, the arts student he fell in love with while studying at Cambridge in the 1960s.",
https://www.imdb.com/title/tt3731562/,"A washed up monster chaser convinces the U.S. Government to fund a trip to an unexplored island in the South Pacific. Under the guise of geological research, the team travels to ""Skull Island"". Upon arrival, the group discover that their mission may be complicated by the wildlife which inhabits the island. The beautiful vistas and deadly creatures create a visually stunning experience that is sure to keep your attention.",A team of scientists are sent on a dangerous expedition to a remote island in the South Pacific.,
https://www.imdb.com/title/tt1618434/,"When an NYC cop (Adam Sandler) finally takes his wife (Jennifer Aniston) on a long promised European trip, a chance meeting on the flight gets them invited to an intimate family gathering on the Super Yacht of elderly billionaire Malcolm Quince. When Quince is murdered, they become the prime suspects in a modern day whodunit.",A romantic comedy set in New York City and starring Adam Sandler and Jennifer Aniston.,
https://www.imdb.com/title/tt4686844/,"In early-1953 Moscow, under the Great Terror's heavy cloak of state paranoia, the ever-watchful Soviet leader, Joseph Stalin, collapses, unexpectedly, of a brain haemorrhage. As a result, when someone discovers his body the following morning, a frenetic surge of raw panic starts spreading like a virus amongst the senior members of the Council of Ministers, as they scramble to maintain order, weed out the competition, and, ultimately, take power. But, in the middle of a gut-wrenching roller-coaster of incessant plotting, tireless machinations, and frail allegiances, absolutely no one is safe; not even the feared chief of the secret police, Lavrenti Beria. In the end, who will prevail after the death of Stalin?",A Cold War thriller with a twist.,
https://www.imdb.com/title/tt5011816/,"A con man on the run from a vicious gangster takes cover by assuming the identity of his prison cellmate, Pete, reuniting with his estranged family, that threatens to drag him into a world just as dangerous as the one he's escaping.",A thriller set in the world of organised crime.,
https://www.imdb.com/title/tt1454468/,"Dr. Ryan Stone (Sandra Bullock) is a brilliant medical engineer on her first shuttle mission, with veteran astronaut Matt Kowalski (George Clooney) in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The shuttle is destroyed, leaving Stone and Kowalsky completely alone - tethered to nothing but each other and spiraling out into the blackness.",A space disaster drama starring Sandra Bullock and George Clooney.,
https://www.imdb.com/title/tt0455407/,"As a toxin begins to turn the residents of Ogden Marsh, Iowa into violent psychopaths, sheriff David Dutton tries to make sense of the situation while he, his wife, and two other unaffected townspeople band together in a fight for survival.",A psychological thriller set in a small town in the American Midwest.,
https://www.imdb.com/title/tt7187044/,"In the early 1990s, Boston was rife with violence. Police corruption and racism were the norm - and then it all changed in what was called the ""Boston Miracle."" In this fictional account, Assistant District Attorney Decourcy Ward (Aldis Hodge) comes from Brooklyn and forms an unlikely alliance with a corrupt yet venerated FBI veteran, Jackie Rohr (Kevin Bacon). Together, they take on a family of armored car robbers in a case that grows to involve, and ultimately subvert, the entire criminal justice system of Boston.",A true crime drama set in Boston in the early 1990s.,
https://www.imdb.com/title/tt0359950/,"The manager of the negative assets sector of Life magazine, Walter Mitty, has been working for sixteen years for the magazine and has a tedious life, not going anywhere but from his home to his job and vice-versa. He is an escapist, daydreaming into a world of fantasy many times a day. Walter has a crush on the recently hired Cheryl Melhoff but he is too shy to invite her on a date and he is trying to contact her via online dating. The magazine is preparing to release its last printed edition and the loathsome manager of transition Ted Hendricks is preparing an inevitable downsizing over the next few days. Walter has been the liaison between the magazine and the mysterious independent photographer Sean O'Connell who has sent to him a package of negatives and a wallet as a gift for his work. Sean also suggests to the senior management the use of negative 25 for the cover of the last edition. However, Walter cannot find the negative that is missing. Walter has no means to contact Sean and finds a clue that he might be in Greenland. He decides to travel to Greenland to track Sean down in the beginning of an unbelievable adventure.","Walter Mitty is an escapist, daydreaming into a world of fantasy many times a day.",
https://www.imdb.com/title/tt5673782/,"The life stories of history's greatest minds. From their days as young adults to their final years we see their discoveries, loves, relationships, causes, flaws and genius.",This is the life story of Albert Einstein.,
https://www.imdb.com/title/tt0800320/,"Born of god but raised by humans, Perseus, the demigod son of mighty Zeus, the king of the gods, vows to take his revenge on Hades, the terrifying ruler of the Underworld, when he sees his mortal family perish. As the race of men summons up the courage to rebel against the gods of Olympus, the doomed city of Argos becomes a battlefield, as Hades threatens to unleash the legendary sea-monster, Kraken, unless the fair Princess Andromeda willingly offers herself as a sacrifice. Now, having nothing more to lose, Perseus embarks on a daring, peril-laden quest to stop the forces of evil before Hades plunges the world into chaos and darkness. But, to survive the relentless onslaught of demons and terrible adversaries, Perseus must first embrace his destiny. Will Perseus defy the gods, and save humankind in the clash of the Titans?","A CGI re-imagining of the classic tale of Perseus, starring Sam Claflin and Liam Neeson.",
https://www.imdb.com/title/tt1175709/,"A love story and murder mystery based on the most notorious unsolved murder case in New York history. The original screenplay uses newly discovered facts, court records and speculation as the foundation for a story of family, obsession, love and loss.",All images are copyrighted.,
https://www.imdb.com/title/tt4332232/,"Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in.",A family is left stranded in a hospital after a freak accident.,
https://www.imdb.com/title/tt1212450/,"In 1931, in Franklin County, Virginia, Forrest Bondurant is a legend as immortal after surviving the war. Together with his brothers Howard and the coward Jack, the Bondurant family has a distillery and bootlegging business. When the corrupt District Attorney Mason Wardell arrives in Franklin with the unscrupulous Special Deputy Charles Rakes, the Bondurant family refuses to pay the required bribe to the authorities. Rakes pursues the brothers and unsuccessfully tries to find their distillery. Meanwhile Forrest hires the waitress Maggie, a woman with a hidden past in Chicago, and they fall in love with each other. Jack courts the preacher's daughter Bertha Minnix and deals a great load of alcoholic liquor with the powerful gangster Floyd Banner. Jack shows off in Franklin attracting the attention of Rakes that finds the location of their distillery. When he kills the crippled Cricket Pete, the locals join forces to face the corrupt authorities.",A Prohibition-era gangster drama with a twist.,
https://www.imdb.com/title/tt4481414/,"Frank Adler (Chris Evans) is a single man raising a child prodigy - his spirited young niece Mary (Mckenna Grace) in a coastal town in Florida. Frank's plans for a normal school life for Mary are foiled when the seven-year-old's mathematical abilities come to the attention of Frank's formidable mother Evelyn (Lindsay Duncan) whose plans for her granddaughter threaten to separate Frank and Mary. Octavia Spencer plays Roberta, Frank and Mary's landlady and best friend. Jenny Slate is Mary's teacher, Bonnie, a young woman whose concern for her student develops into a connection with her uncle as well.",A family drama set in a small seaside town in Florida.,
https://www.imdb.com/title/tt1535109/,"Captain Phillips is a multi-layered examination of the 2009 hijacking of the U.S. container ship Maersk Alabama by a crew of Somali pirates. It is - through director Paul Greengrass's distinctive lens - simultaneously a pulse-pounding thriller, and a complex portrait of the myriad effects of globalization. The film focuses on the relationship between the Alabama's commanding officer, Captain Richard Phillips (two time Academy Award®-winner Tom Hanks), and the Somali pirate captain, Muse (Barkhad Abdi), who takes him hostage. Phillips and Muse are set on an unstoppable collision course when Muse and his crew target Phillips' unarmed ship; in the ensuing standoff, 145 miles off the Somali coast, both men will find themselves at the mercy of forces beyond their control.","Tom Hanks and Barkhad Abdi star in Captain Phillips, a film based on the real-life hijacking of a cargo ship off the Somali coast.",
https://www.imdb.com/title/tt6472976/,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction. Love has no boundaries.","Based on the best-selling young adult novel of the same name, The Fault in Our Stars tells the story of two teenagers who fall in love.",
https://www.imdb.com/title/tt2119543/,"Lewis Barnavelt, after losing his parents, is sent to Michigan to live with his uncle Jonathan. He discovers his uncle is a warlock, and enters a world of magic and sorcery. But this power is not limited to good people: Lewis learns of Isaac Izard, an evil wizard who constructed a magical clock with black magic, as long as it exists it will keep ticking, counting down to doomsday. He died before he could finish the clock, but he hid the clock in his house, where Uncle Jonathan now lives. Now Lewis and Jonathan must find the clock before it finishes its countdown and ends the world.",A young boy is sent to live with his uncle in a world of magic and sorcery in this magical adventure.,
https://www.imdb.com/title/tt4299972/,"A groundbreaking six-part documentary directed and produced by Andrew Jarecki and produced and shot by Marc Smerling (the Oscar nominated behind ""Capturing the Friedmans (2003)"") delves into the strange history of real estate heir Robert Durst, long suspected in the still-unsolved 1982 disappearance of his wife as well as the subsequent murders of family friend Susan Berman and neighbor Morris Black. It features an extended, revealing interview with Durst himself, with whom Jarecki developed a unique relationship following the release of ""All Good Things (2010)"", Jarecki's 2010 feature about Durst's life starring Ryan Gosling and Kirsten Dunst. ""The Jinx"" results from nearly a decade of research by the filmmakers, who expose police files, key witnesses, never-before-seen footage, private prison recordings, and thousands of pages of formerly hidden documents.","The Jinx: The Life and Deaths of Robert Durst will be released on HBO on Saturday, March 15, 2015.",
https://www.imdb.com/title/tt4500922/,"In the epic finale to The Maze Runner Saga, Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary last city, a WCKD controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get the answers to the questions the Gladers have been asking since they first arrived in the maze. Will Thomas and the crew make it out alive? Or will Ava Paige get her way?",The final episode of The Maze Runner: The Scorch Trials will be broadcast on 20 March 2014 on The CW.,
https://www.imdb.com/title/tt9165664/,A mother and daughter's tumultuous relationship turns fatal.,A mother and daughter's tumultuous relationship turns fatal.,
https://www.imdb.com/title/tt3967856/,"For 10 idyllic years, young Mija (An Seo Hyun) has been caretaker and constant companion to Okja-a massive animal and an even bigger friend-at her home in the mountains of South Korea. But that changes when a family-owned multinational conglomerate Mirando Corporation takes Okja for themselves and transports her to New York, where image obsessed and self-promoting CEO Lucy Mirando (Tilda Swinton) has big plans for Mija's dearest friend. With no particular plan but single-minded in intent, Mija sets out on a rescue mission, but her already daunting journey quickly becomes more complicated when she crosses paths with disparate groups of capitalists, demonstrators and consumers, each battling to control the fate of Okja...while all Mija wants to do is bring her friend home. Deftly blending genres, humor, poignancy and drama, Bong Joon Ho (Snowpiercer, The Host) begins with the gentlest of premises-the bond between man and animal-and ultimately creates a distinct and layered vision of the world that addresses the animal inside us all. Okja is a Plan B Entertainment, Lewis Pictures and Kate Street Picture Company production in association with Netflix.","Director Bong Joon Ho's new film Okja, starring Tilda Swinton and An Seo Hyun, is now available on Netflix.",
https://www.imdb.com/title/tt5052474/,"In this adventure/drama, CIA agent Matt Graver (Josh Brolin) enlists a mysterious operative to help investigate a Mexican drug cartel that has been smuggling terrorists into the U.S. Things escalate when the daughter of a top kingpin is abducted, forcing Graver and his partner to re-evaluate their mission.",All images are copyrighted.,
https://www.imdb.com/title/tt3596174/,"Henry Danger follows the adventures of 13-year old Henry Hart whose life takes a wild turn when he gets selected by superhero Captain Man to be his apprentice. After promising to keep his new identity a secret, Henry must navigate a double life balancing the challenges of eighth grade with the crazy adventures of a crime fighter.",All images are copyrighted.,
https://www.imdb.com/title/tt1791528/,"During the psychedelic 60s and 70s Larry ""Doc"" Sportello is surprised by his former girlfriend and her plot for her billionaire boyfriend, his wife, and her boyfriend. A plan for kidnapping gets shaken up by the oddball characters entangled in this groovy kidnapping romp based upon the novel by Thomas Pynchon.",A 1970s crime caper with a twist.,
https://www.imdb.com/title/tt5519340/,"In Los Angeles, humans live with orcs and elves in a world where fantasy creatures do exist. LAPD police officer Dayl Ward is the first human cop having the orc police officer Nick Jakoby as a partner. When Ward is shot by an orc and Jakoby does not capture the shooter, he questions whether Jakoby lets the fellow orc escape. During a patrol, Ward and Jakoby arrest a man that tells that there is a prophecy and Ward is blessed. Meanwhile, Internal Affairs press Ward to find the truth about the escape of the shooter so that they can fire Jakoby. The magic department of the FBI interrogates the man that belongs to the terrorist Shield of Light group which protects brights so that they can prepare for the return of the Dark Lord that will destroy the world. Ward and Jakoby are summoned to attend a disturbance and they stumble upon a Shield of Light safe-house where they arrest the elf Tikka and bag her magic wand. Soon they learn that Tikka is hunted down by the evil and powerful rogue elf Leilah and her Terrorist group Inferni which are the ones actually trying to resurrect the dark lord and they need to protect Tikka and the wand; otherwise the world will be destroyed. What will they do?",A police drama set in a world where fantasy creatures do exist.,
https://www.imdb.com/title/tt1823672/,"In Johannesburg, the police department reduced the high rating of criminality using robots from the Tetravaal Company, designed by the engineer Deon Wilson. The former military Vincent Moore is envious of Deon, since he has developed another project called Moose, but neither Tetravaal nor the police department is interested. Deon has just developed an Artificial Intelligence but the Tetravaal's CEO Michelle Bradley asks him to abort the project. Deon decides to bring the damaged Robot 22 that was sent to be crushed to test his A.I. However he is kidnapped by the criminals Ninja, Yo-Landi and Amerika that want him to stop the robot cops. When they see the damaged robot in the van, they force Deon to program it to heist banks with them and they call it Chappie. However, Chappie acts like a child and need to be trained to learn and grow. Meanwhile Vincent follows Deon and plots an evil scheme to activate his robot.","In the first episode of the second season of Robot Wars, we see how robots are being used to fight crime in South Africa.",
https://www.imdb.com/title/tt6343314/,"Years after Adonis Creed made a name for himself under Rocky Balboa's mentorship, the young boxer becomes the Heavyweight Champion of the World. While life is good with that victory and his marriage to Bianca, trouble comes to Philadelphia when Ivan Drago, the Russian boxer who killed Adonis' father, Apollo, arrives with his son, Viktor, to challenge Adonis. Against Rocky's advice, Adonis accepts the challenge without his mentor's participation and pays the price in a punishing bout he wins only by a technicality. Now injured and demoralized, Adonis cannot bring himself to back into the game, leaving his spirit and title in jeopardy. Together, Adonis' family and Rocky must find a way to rekindle Adonis' fighting spirit to face the future in whatever choice he makes. Meanwhile, the Drago family have its own troubles trying to regain the respect in their homeland that they lost at Rocky's hands as they wonder whether is it truly worth it.",Sylvester Stallone returns to reprise his role as Rocky Balboa in Creed.,
https://www.imdb.com/title/tt8781414/,"A seven-year-old girl, Chloe, who lives with her father, was told that the outside world was dangerous and was spending lonely days in her house. One day, she left the house while her father was asleep, and she was approached by an old man in an ice cream truck standing in front of her house. The old man, who is Chloe's grandfather, tells him about the fact that Chloe's mother is alive and the mysterious power he has. Chloe, who was scolded by her father for going out, awakened her special ability by raising her emotions. The ability was a very dangerous thing to manipulate a person's mind. Chloe works with a grandfather and a father with different abilities to rescue a detained mother.",A story of a girl with a special ability who works with a grandfather and a father with different abilities to rescue a detained mother has been released in Japan.,
https://www.imdb.com/title/tt3882082/,"Greta, a young American woman, takes a job as a nanny in a remote English village and discovers that the family's 8-year-old is a life-sized doll that the parents care for just like a real boy as a way to cope with the death of their actual son 20 years ago. When she violates a list of strict rules, her worst nightmare is brought to life by a series of disturbing, inexplicable events and she comes to believe that the doll is alive.",Based on the best-selling novel of the same name by Paula Hawkins.,
https://www.imdb.com/title/tt0964517/,"The Fighter is a drama about boxer ""Irish"" Micky Ward's unlikely road to the world light welterweight title. His Rocky-like rise was shepherded by half-brother Dicky, a boxer-turned-trainer on the verge of being KO'd by drugs and crime.","Actor Mark Wahlberg, who plays Micky Ward's trainer Dicky Eklund in the hit TV series The Fighter, has died at the age of 49.",
https://www.imdb.com/title/tt4560436/,"In a visceral modern thriller from the director of Lone Survivor, Mark Wahlberg stars as James Silva, an operative of the CIA's most highly-prized and least-understood unit. Aided by a top-secret tactical command team, Silva must retrieve and transport an asset who holds life-threatening information to Mile 22 for extraction before the enemy closes in.",Watch the trailer for The Fighter below.,
https://www.imdb.com/title/tt1245492/,"All Jay Baruchel expected coming to LA was a fun time with Seth Rogen with all the wild partying to have both by themselves and at James Franco's housewarming party. Suddenly, the Rapture hits and the Biblical Apocalypse has begun. Now, Jay and Seth are desperately sheltering in James' house for rescue along with a few other friends. Together, they must band together to attempt to survive the end of the world, only for Jay to find that they are all too dumb and superficial to do it until they discover the only way out.","Comedy duo Jay Baruchel and Seth Rogen return to the big screen in the apocalyptic comedy, 50/50.",
https://www.imdb.com/title/tt3339966/,"After being rescued from an underground bunker in which she lived the past fifteen years, Kimmy Schmidt decides to move to New York City to have a normal life. She makes friends with her new roommate Titus, and works as a babysitter for Jacqueline Voorhees, the wife of a billionaire with many issues. Even though many obstacles are thrown her way, Kimmy makes the best of her new life while having to adapt to the new world around her.",Kimmy Schmidt is a drama about a young woman who moves to New York City to have a normal life.,
https://www.imdb.com/title/tt1263750/,"A young Russian woman named Natasha is soon to be married and is on holiday in Rome where she meets Alba. She accompanies Alba to her hotel room as a curious acquaintance and stays as a growing friend. In this room in Rome, the two women come to know one another intimately over the course of the night, and explore and discover themselves along the way. Only the break of day threatens to break their newly forged bond.",A love story set in a hotel room in Rome.,
https://www.imdb.com/title/tt7668870/,"After David Kim (John Cho)'s 16-year-old daughter goes missing, a local investigation is opened and a detective is assigned to the case. But 37 hours later and without a single lead, David decides to search the one place no one has looked yet, where all secrets are kept today: his daughter's laptop. In a hyper-modern thriller told via the technology devices we use every day to communicate, David must trace his daughter's digital footprints before she disappears forever.",Director: Bong Joon-ho,
https://www.imdb.com/title/tt2674806/,"Be invited into some very different No. 9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre. From a grand country house where a game of 'sardines' leads to some chilling revelations in a wardrobe; to a very oddly haunted house; to a blood-soaked actor's dressing room in London's West End; to the flat of an apparently happy primary school teacher who becomes the victim of a good deed; these unpredictable tales feature high comedy and claustrophobic horror by turns.",Tales from the No. 9s is a collection of short stories set in different parts of the UK.,
https://www.imdb.com/title/tt8372298/,"Against the backdrop of insufferable domestic ennui, the soft-spoken former saleswoman and newlywed housewife, Hunter, is struggling to stretch the bars of her gilded cage, a lavish and immaculate modernist villa in New York, even though she seems to have it all. But, more and more, as sad Hunter tries, unsuccessfully, to meet her controlling family's expectations, compliance turns into submission, obedience transforms into obsession, and pica, a compulsive eating disorder, starts to take over. Now, swallowing non-nutritive objects and engaging in increasingly impossible tasks becomes Hunter's dangerous newfound addiction, and there's no telling how far she'll go to maintain a false and fleeting sense of power. Who can save Hunter from herself?",A woman's struggle to maintain a sense of control over her life after she's married to the man of her dreams is the focus of this new novel from the award-winning author of The Sense of an Ending.,
https://www.imdb.com/title/tt3513548/,"Based on the true story of Richard Jewell, a security guard who discovered a bomb and saved many lives at a concert at Centennial Olympic Park during the 1996 Summer Olympics in Atlanta, Georgia. He was seen as a hero by many and a suspect by the FBI and press.","A true story of a security guard who discovered a bomb and saved many lives at a concert at Centennial Olympic Park during the 1996 Summer Olympics in Atlanta, Georgia.",
https://www.imdb.com/title/tt3606756/,"While the Parr family has accepted its collective calling as superheroes, the fact remains that their special heroism is still illegal. After they are arrested after unsuccessfully trying to stop the Underminer, their future seems bleak. However, the wealthy Deavor siblings of Devtech offer new hope with a bold project to rehabilitate the public image and legal status of Supers, with Elastigirl being assigned on point to be the shining example. Now having agreed for now to stay at home to care of the kids, Mr. Incredible finds domestic life a daunting challenge, especially with baby Jack-Jack's newly emerged powers making him almost impossible to manage. However, Elastigirl soon has her own concerns dealing with the menace of a new supervillain, Screenslaver, who is wreaking havoc with his mind control abilities. Now, Elastigirl must solve the mystery of this enemy, who has malevolent designs on the world with the Parr family and friends key targets of this evil.",The Incredibles returns to the big screen for the first time in three years.,
https://www.imdb.com/title/tt2189461/,"In a world replete with greed, betrayal, sexual intrigue and rivalry, ""Marco Polo"" is based on the famed explorer's adventures in Kublai Khan's court in 13th century Mongolia.","Marco Polo, one of the most famous fictional characters in history, has been brought back to life in a new video game by Ubisoft.",
https://www.imdb.com/title/tt4695012/,"Secure within a desolate home as an unnatural threat terrorizes the world, the tenuous domestic order he has established with his wife and son is put to the ultimate test with the arrival of a desperate young family seeking refuge. Despite the best intentions of both families, paranoia and mistrust boil over as the horrors outside creep ever-closer, awakening something hidden and monstrous within him as he learns that the protection of his family comes at the cost of his soul.",A man is sent to protect his family from an unknown and deadly threat.,
https://www.imdb.com/title/tt2381249/,"CIA chief Hunley (Baldwin) convinces a Senate committee to disband the IMF (Impossible Mission Force), of which Ethan Hunt (Cruise) is a key member. Hunley argues that the IMF is too reckless. Now on his own, Hunt goes after a shadowy and deadly rogue organization called the Syndicate.","The latest James Bond film, Spectre, is in cinemas now.",
